year,rank,city,med_park_size_data,med_park_size_points,park_pct_city_data,park_pct_city_points,pct_near_park_data,pct_near_park_points,spend_per_resident_data,spend_per_resident_points,basketball_data,basketball_points,dogpark_data,dogpark_points,playground_data,playground_points,rec_sr_data,rec_sr_points,restroom_data,restroom_points,splashground_data,splashground_points,amenities_points,total_points,total_pct,city_dup,park_benches,latitude,longitude
2016,85,Irving,4.1,8,5%,5,57%,17,$59,6,1.2,3,0.9,9,3.3,13,0.9,11,,,,,9,45,37.5,Irving,1.5,32.8583,-96.9702
2016,85,Memphis,10,19,5%,4,41%,9,$53,5,2.9,11,0.5,4,1.8,6,0.9,12,,,,,8,45,37.5,Memphis,1.5,35.1087,-89.9663
2016,87,Lubbock,9.7,19,3%,2,53%,15,$45,4,1.1,2,0,0,2.5,9,0.4,5,,,,,4,44,36.5,Lubbock,1.5,33.5657,-101.8879
2016,88,Baton,4.3,8,3%,2,50%,13,$49,5,5.1,20,0.9,9,2.9,11,2.9,20,,,,,15,43,36,Baton Rouge,1.5,30.442,-91.1311
2016,89,Jacksonville,5.7,11,14%,15,32%,3,$32,3,1.9,6,0.4,3,3.4,13,1.4,18,,,,,10,42,35,Jacksonville,1.5,30.3322,-81.6749
2016,89,Oklahoma,6.7,13,7%,7,42%,9,$54,6,2,7,0.5,5,1.8,6,0.8,10,,,,,7,42,35,Oklahoma City,1.5,35.4676,-97.5136
2016,91,Hialeah,5.1,10,1%,1,62%,20,$34,3,3.1,12,0,0,0.5,1,1.1,14,,,,,7,41,34,Hialeah,1.5,25.8696,-80.3045
2016,91,Mesa,2.6,5,3%,2,64%,21,$70,8,2.6,10,0.4,4,1.4,4,0.2,2,,,,,5,41,34,Mesa,1.5,33.4015,-111.7178
2016,93,Louisville,7.7,15,7%,7,34%,4,$55,6,2.3,8,0.9,10,2.5,9,0.4,5,,,,,8,40,33.5,Louisville,1.5,38.1663,-85.6485
2016,93,Winston-Salem,9.8,19,4%,4,35%,5,$44,4,1.3,3,0.4,4,1.9,7,1.4,18,,,,,8,40,33.5,Winston-Salem,1.5,36.1029,-80.261
2016,95,Charlotte,15.9,20,6%,6,27%,1,$44,4,1.1,2,0.6,6,1.9,7,0.5,6,,,,,5,36,30,Charlotte,1,35.2083,-80.8303
2016,95,Indianapolis,9.9,19,5%,5,32%,4,$26,2,2.3,8,0.5,5,1.5,5,0.5,7,,,,,6,36,30,Indianapolis,1,39.7771,-86.1458
2016,97,Fresno,5,9,3%,2,54%,15,$33,3,0.8,1,1.2,13,1.3,4,0.3,4,,,,,6,35,29,Fresno,1,36.783,-119.7939
2016,98,Fort,3.9,7,3%,3,42%,9,$70,8,1.7,5,0.8,8,2.2,8,0.4,5,,,,,7,34,28.5,Fort Wayne,1,32.7817,-97.3474
2015,1,Minneapolis,6.8,13,14.90%,16,95%,38,$224,20,1.7,5,1.7,20,2.8,11,2.5,20,,,,,56,14,84,,5,44.9635,-93.2678
2015,1,St.,3.7,7,15.30%,16,96%,40,$210,20,4.1,17,1.4,18,3.9,16,1.8,20,,,,,71,18,84,,5,38.6359,-90.2451
2015,3,Washington,0.8,1,21.90%,20,97%,40,$343,20,4,16,1.7,20,1.8,6,2.3,20,,,,,62,16,81,,5,38.9047,-77.0163
2015,4,San,1.9,3,19.00%,20,99%,40,$229,20,1.9,6,3.5,20,1.6,4,0.6,8,,,,,38,10,77.5,,4.5,37.7558,-122.4449
2015,5,New,1.1,2,20.80%,20,97%,40,$172,20,3.5,14,1.6,20,2,6,0.1,1,,,,,41,10,76.5,,4.5,40.6943,-73.9249
2015,5,Portland,4.6,9,17.70%,19,85%,34,$145,17,3.8,15,5.4,20,2.1,7,0.6,8,,,,,50,13,76.5,,4.5,45.5371,-122.65
2015,7,Cincinnati,4.5,9,15.40%,16,71%,26,$203,20,5.2,20,1.3,17,5.1,20,2.4,20,,,,,77,19,75,,4.5,39.1413,-84.506
2015,8,Boston,1.7,3,16.90%,18,98%,40,$118,13,3.7,15,0.8,10,3.1,12,1,13,,,,,50,13,72.5,,4,42.3188,-71.0852
2015,9,San,6.8,13,23.50%,20,77%,30,$108,12,2.8,11,1.1,14,1.9,6,1,13,,,,,44,11,71.5,,4,37.7558,-122.4449
2015,9,Seattle,2.4,4,12.40%,13,93%,38,$265,20,1.9,6,2.1,20,2.3,8,0.8,11,,,,,45,11,71.5,,4,47.6211,-122.3244
2015,11,Oakland,2.5,4,18.30%,20,85%,34,$144,17,2.7,10,0.7,9,1.8,6,1.2,16,,,,,41,10,71,,4,37.7904,-122.2166
2015,12,Chicago,2.2,4,9.10%,9,92%,38,$167,20,2.9,11,0.8,10,2.4,9,1.8,20,,,,,50,13,70,,4,41.8375,-87.6866
2015,13,Albuquerque,4.3,8,23.70%,20,82%,32,$68,7,2.2,8,2.2,20,2.6,10,1.1,15,,,,,53,13,66.5,,4,35.1054,-106.6465
2015,13,Aurora,7.9,15,10.50%,10,86%,34,$127,14,1.9,6,0.9,11,2.3,8,0.3,3,,,,,28,7,66.5,,4,39.7083,-104.7237
2015,13,Sacramento,5.8,11,8.20%,7,78%,30,$147,17,2.7,10,2.1,20,3.9,16,1,14,,,,,60,15,66.5,,4,38.5677,-121.4685
2015,16,Denver,6.1,12,7.90%,7,86%,34,$117,13,1.6,5,1.7,20,3.8,15,0.9,13,,,,,53,13,66,,4,39.762,-104.8758
2015,17,Plano,13.3,20,9.20%,9,74%,28,$125,14,1.8,6,0.4,4,2.6,9,0.4,4,,,,,23,6,64,,3.5,33.0502,-96.7486
2015,18,Long,3,5,10.10%,10,80%,32,$162,19,1.6,5,1.3,16,1.2,2,1.1,15,,,,,38,10,63.5,,3.5,33.7977,-118.167
2015,19,Henderson,7.8,15,10.70%,10,50%,16,$191,20,7.5,20,4.1,20,2.5,9,0.6,8,,,,,57,14,62.5,,3.5,36.0133,-115.0381
2015,19,Omaha,7,14,13.40%,14,78%,30,$74,7,1.9,6,0.5,5,4.3,18,0.7,9,,,,,38,10,62.5,,3.5,41.2627,-96.0529
2015,19,Philadelphia,3.6,7,13.00%,13,93%,38,$61,6,4.1,17,0.3,3,1.6,5,2.1,20,,,,,45,11,62.5,,3.5,40.0077,-75.1339
2015,22,Honolulu,2.3,4,33.00%,20,84%,34,$46,4,3.9,16,0.6,7,1.3,3,1.9,20,,,,,46,12,61.5,,3.5,21.3294,-157.846
2015,22,Milwaukee,4.6,9,8.80%,8,88%,36,$86,9,4.6,19,0.5,6,2.6,9,0.9,12,,,,,46,12,61.5,,3.5,43.0642,-87.9675
2015,24,Anchorage,4.4,8,84.60%,20,71%,26,$74,8,2.7,10,2,20,2.8,10,0.3,3,,,,,43,11,61,,3.5,61.1508,-149.1091
2015,24,Lincoln,6.5,13,5.80%,5,86%,34,$89,10,2,7,0.7,9,4.7,20,0.5,6,,,,,42,11,61,,3.5,40.8099,-96.6784
2015,24,Pittsburgh,1.7,3,9.80%,9,84%,34,$82,9,3.5,14,2,20,4.2,18,1.6,20,,,,,72,18,61,,3.5,40.4397,-79.9763
2015,24,Raleigh,4.4,8,14.20%,15,54%,18,$157,18,5.5,20,0.7,8,2.2,8,1.7,20,,,,,56,14,61,,3.5,35.8324,-78.6429
2015,24,Virginia,4.1,8,15.60%,16,58%,20,$157,18,3.4,14,0.7,8,4.1,17,0.3,3,,,,,42,11,61,,3.5,36.7335,-76.0435
2015,29,Kansas,11.6,20,9.10%,9,65%,24,$116,13,1.6,5,0.6,8,2.2,7,0.4,5,,,,,25,6,60,,3.5,39.1238,-94.5541
2015,29,San,3.9,7,14.30%,15,71%,26,$128,14,1.5,4,0.9,11,2.6,9,1.1,15,,,,,39,10,60,,3.5,37.7558,-122.4449
2015,31,Austin,10.1,20,14.50%,15,48%,16,$83,9,1.7,6,1.4,18,1.2,3,0.6,7,,,,,34,9,57.5,,3,30.3005,-97.7522
2015,31,Jersey,0.6,1,17.90%,19,91%,36,$24,1,2.6,10,2.3,20,1.4,3,1,14,,,,,47,12,57.5,,3,40.7184,-74.0686
2015,31,New,1.8,3,25.30%,20,76%,30,$84,9,1.7,5,0.5,6,2.6,9,0.5,7,,,,,27,7,57.5,,3,40.6943,-73.9249
2015,34,Tampa,4.6,9,6.90%,6,60%,22,$127,14,4.9,20,2.8,20,2.3,8,1.8,20,,,,,68,17,56.5,,3,27.9945,-82.4447
2015,35,Las,7.8,15,3.50%,2,58%,20,$163,19,0.9,1,3.6,20,3,12,0.8,10,,,,,43,11,56,,3,36.2333,-115.2654
2015,35,St.,1.4,2,9.40%,9,86%,34,$101,11,2,7,1.6,20,2.4,8,0.6,8,,,,,43,11,56,,3,38.6359,-90.2451
2015,37,Phoenix,14.4,20,15.00%,16,45%,14,$98,11,0.9,2,0.4,4,1.7,5,0.5,7,,,,,18,5,55,,3,33.5722,-112.0892
2015,38,Cleveland,3.6,7,6.40%,5,79%,30,$91,10,5.9,20,0.5,6,2.9,11,1.1,16,,,,,53,13,54,,3,41.4764,-81.6805
2015,38,Colorado,6.6,13,9.30%,9,70%,26,$51,5,2.9,11,1.8,20,3.1,12,0.3,3,,,,,46,12,54,,3,38.8674,-104.7605
2015,40,Baltimore,0.8,1,9.60%,9,85%,34,$62,6,1.6,5,0.3,3,3.2,13,1.3,19,,,,,40,10,50,,2.5,39.3051,-76.6144
2015,40,Buffalo,1.1,2,7.50%,7,85%,34,$56,5,5.8,20,0.8,10,2.4,8,0.7,9,,,,,47,12,50,,2.5,42.9018,-78.8487
2015,40,Miami,1.9,3,6.30%,5,78%,30,$91,10,3.4,14,0.7,9,1.4,4,1.5,20,,,,,47,12,50,,2.5,25.784,-80.2101
2015,40,Riverside,12.7,20,7.30%,6,46%,14,$88,9,2.5,9,1.3,16,1.4,4,1.1,16,,,,,45,11,50,,2.5,33.9381,-117.3949
2015,40,Dallas,7.2,14,12.60%,13,58%,20,$62,6,2.6,10,0.4,4,1.7,5,0.7,9,,,,,28,7,50,,2.5,32.7935,-96.7667
2015,45,Corpus,3.3,6,8.00%,7,72%,28,$59,6,2.8,11,0,0,4.5,19,0.9,12,,,,,42,11,48.5,,2.5,27.7254,-97.3767
2015,45,Greensboro,4.7,9,9.10%,9,60%,22,$72,7,2.3,8,0.7,9,3.7,15,0.9,12,,,,,44,11,48.5,,2.5,36.0956,-79.8271
2015,45,Tulsa,9.7,19,7.60%,7,56%,20,$43,4,2.2,8,0.5,6,2.8,11,0.7,8,,,,,33,8,48.5,,2.5,36.1283,-95.9042
2015,48,Arlington,14.1,20,7.70%,7,55%,18,$86,9,0.7,1,0.3,3,1.3,3,0.3,3,,,,,10,3,47.5,,2.5,32.6998,-97.125
2015,48,Atlanta,3.1,6,6.10%,5,66%,24,$98,11,2.9,11,0.4,4,2.5,9,1.5,20,,,,,44,11,47.5,,2.5,33.7628,-84.422
2015,50,Bakersfield,9.4,18,5.90%,5,42%,12,$96,10,2,7,1.9,20,3,12,0.4,5,,,,,44,11,46.5,,2.5,35.3529,-119.0359
2015,51,Anaheim,8.7,17,7.50%,7,61%,22,$65,6,1.4,4,0.3,3,1.4,3,0.2,2,,,,,12,3,46,,2.5,33.839,-117.8574
2015,51,Lexington,11.1,20,2.40%,1,51%,16,$74,7,4,17,1.3,17,2.1,7,0.3,3,,,,,44,11,46,,2.5,38.0423,-84.4587
2015,51,Los,4.5,9,14.20%,15,55%,18,$68,7,0.8,1,0.3,3,1,2,1.1,16,,,,,22,6,46,,2.5,34.1141,-118.4068
2015,51,Nashville,12.9,20,10.10%,10,38%,8,$73,7,3.1,12,0.8,9,2.1,7,0.8,11,,,,,39,10,46,,2.5,36.1715,-86.7842
2015,55,El,3.7,7,18.60%,20,51%,16,$36,3,2.4,9,0.4,4,2.6,9,0.8,11,,,,,33,8,45,,2.5,31.8476,-106.43
2015,55,Toledo,5.3,10,5.80%,5,76%,30,$44,4,1.9,6,0.4,4,2.8,10,0.1,1,,,,,21,5,45,,2.5,41.6638,-83.5827
2015,57,Columbus,7.1,14,8.90%,8,50%,16,$76,8,1.8,6,0.6,7,1.8,6,0.7,9,,,,,28,7,44,,2,39.9862,-82.9855
2015,58,Chula,6.8,13,8.00%,7,52%,18,$40,3,2.1,7,1.2,15,3,11,0.7,9,,,,,42,11,43.5,,2,32.6281,-117.0144
2015,58,Houston,5.1,10,14.30%,15,48%,16,$38,3,2.3,9,0.7,8,2.1,7,0.7,9,,,,,33,8,43.5,,2,29.786,-95.3885
2015,60,Detroit,2.4,4,6.40%,5,78%,30,$19,1,3,12,0.6,7,4.5,19,0.4,4,,,,,42,11,42.5,,2,42.3834,-83.1024
2015,60,Fort,7.5,15,5.50%,4,54%,18,$83,9,1.4,4,0.1,1,2.3,8,0.6,8,,,,,21,5,42.5,,2,32.7817,-97.3474
2015,60,San,11.4,20,8.70%,8,34%,6,$100,11,1.6,5,0.4,5,1.6,4,0.6,8,,,,,22,6,42.5,,2,37.7558,-122.4449
2015,63,Newark,1,1,6.10%,5,90%,36,$41,3,1.5,4,0,0,0.8,1,0.9,12,,,,,17,4,41,,2,40.7245,-74.1725
2015,64,Stockton,5.4,10,3.00%,1,71%,26,$21,1,3.6,15,1,13,2.4,8,0.4,5,,,,,41,10,40,,2,37.9765,-121.3109
2015,64,Tucson,4.3,8,2.70%,1,56%,20,$93,10,1.2,3,1,12,3.6,14,0.6,8,,,,,37,9,40,,2,32.1541,-110.8787
2015,64,Wichita,10.8,20,4.70%,3,50%,16,$47,4,1,2,0.5,6,2.1,7,0.5,6,,,,,21,5,40,,2,37.6895,-97.3443
2015,67,Memphis,10,20,4.80%,3,41%,10,$57,5,2.9,11,0.5,5,1.8,5,0.9,13,,,,,34,9,39,,2,35.1087,-89.9663
2015,68,Jacksonville,5.6,11,14.10%,15,33%,6,$35,3,1.7,6,0.4,4,3.4,13,1.4,20,,,,,43,11,38.5,,2,30.3322,-81.6749
2015,69,Santa,6,12,3.00%,1,71%,26,$42,3,1.3,3,0,0,1.3,3,0.5,7,,,,,13,3,37.5,,1.5,33.7367,-117.8819
2015,70,Mesa,3.1,6,2.80%,1,64%,24,$72,7,2.7,10,0.4,5,1.4,4,0.2,2,,,,,21,5,36,,1.5,33.4015,-111.7178
2015,70,Oklahoma,6.7,13,6.90%,6,42%,12,$56,5,1.4,4,0.5,6,1.9,6,0.8,11,,,,,27,7,36,,1.5,35.4676,-97.5136
2015,72,Louisville,7.7,15,6.70%,6,33%,6,$51,5,2.4,9,0.8,10,1.8,5,0.4,5,,,,,29,7,32.5,,1.5,38.1663,-85.6485
2015,73,Indianapolis,10.3,20,5.00%,4,33%,6,$27,2,2.2,8,0.5,5,1.5,4,0.5,7,,,,,24,6,32,,1.5,39.7771,-86.1458
2015,74,Charlotte,16.8,20,5.60%,4,27%,2,$51,5,1.1,3,0.6,7,1.8,6,0.5,6,,,,,22,6,31,,1.5,35.2083,-80.8303
2015,74,Fresno,5,10,3.20%,1,54%,18,$39,3,0.8,1,1,12,1.2,3,0.3,3,,,,,19,5,31,,1.5,36.783,-119.7939
2014,1,Minneapolis,7.1,13,14.90%,15,94%,38,$214,20,,,,,2.9,12,,,,,,,,,82,,5,44.9635,-93.2678
2014,2,New,1.1,1,20.50%,20,97%,40,$171,20,,,,,2,7,,,,,,,,,73.5,,4.5,40.6943,-73.9249
2014,3,Boston,1,1,16.90%,17,97%,40,$112,13,,,,,3.5,16,,,,,,,,,72.5,,4,42.3188,-71.0852
2014,3,Portland,4.5,8,17.40%,18,84%,34,$155,20,,,,,2.1,7,,,,,,,,,72.5,,4,45.5371,-122.65
2014,3,San,1.9,3,19.00%,20,98%,40,$216,20,,,,,1.6,4,,,,,,,,,72.5,,4,37.7558,-122.4449
2014,6,Washington,0.8,1,21.90%,20,96%,40,$353,20,,,,,1.8,5,,,,,,,,,72,,4,38.9047,-77.0163
2014,7,Denver,6.3,11,8.20%,7,84%,34,$125,15,,,,,3.9,18,,,,,,,,,71,,4,39.762,-104.8758
2014,7,Sacramento,5.8,10,8.20%,7,77%,30,$166,20,,,,,4,18,,,,,,,,,71,,4,38.5677,-121.4685
2014,9,San,6.8,12,23.50%,20,76%,30,$110,13,,,,,2.5,9,,,,,,,,,70,,4,37.7558,-122.4449
2014,10,Aurora,7.9,14,10.40%,10,85%,34,$125,15,,,,,2.4,9,,,,,,,,,68.5,,4,39.7083,-104.7237
2014,10,Virginia,4.1,7,15.60%,16,57%,20,$154,19,,,,,4.8,20,,,,,,,,,68.5,,4,36.7335,-76.0435
2014,12,Omaha,7,12,13.30%,13,76%,30,$64,6,,,,,4.4,20,,,,,,,,,67.5,,4,41.2627,-96.0529
2014,13,Oakland,2.5,4,18.30%,19,85%,34,$141,17,,,,,1.8,6,,,,,,,,,67,,4,37.7904,-122.2166
2014,14,Seattle,2.4,3,10.50%,10,92%,38,$257,20,,,,,2,7,,,,,,,,,65,,3.5,47.6211,-122.3244
2014,15,Albuquerque,4.1,7,23.60%,20,81%,32,$63,6,,,,,2.6,11,,,,,,,,,63.5,,3.5,35.1054,-106.6465
2014,16,Chicago,2.2,3,9.10%,8,91%,36,$154,19,,,,,2.4,9,,,,,,,,,62.5,,3.5,41.8375,-87.6866
2014,16,Kansas,11.6,20,9.00%,8,64%,24,$121,15,,,,,2.2,8,,,,,,,,,62.5,,3.5,39.1238,-94.5541
2014,18,New,1.8,2,26.40%,20,72%,28,$104,12,,,,,2.6,11,,,,,,,,,61,,3.5,40.6943,-73.9249
2014,18,San,3.9,6,14.70%,15,69%,26,$124,15,,,,,2.6,11,,,,,,,,,61,,3.5,37.7558,-122.4449
2014,20,Philadelphia,3.6,6,13.50%,14,92%,38,$61,6,,,,,1.6,5,,,,,,,,,57.5,,3,40.0077,-75.1339
2014,21,Raleigh,5.1,9,14.10%,14,53%,18,$155,19,,,,,2.2,8,,,,,,,,,57,,3,35.8324,-78.6429
2014,22,Milwaukee,4.5,8,10.60%,10,87%,34,$75,8,,,,,2.1,7,,,,,,,,,56,,3,43.0642,-87.9675
2014,23,Colorado,6.6,12,9.50%,9,68%,26,$50,4,,,,,3.4,15,,,,,,,,,55,,3,38.8674,-104.7605
2014,24,Long,3.2,5,10.00%,10,79%,30,$147,18,,,,,1.2,2,,,,,,,,,54,,3,33.7977,-118.167
2014,25,Baltimore,0.8,1,9.60%,9,85%,34,$62,6,,,,,3.2,14,,,,,,,,,53.5,,3,39.3051,-76.6144
2014,26,Cleveland,3.5,6,6.50%,5,77%,30,$88,10,,,,,3,12,,,,,,,,,52.5,,3,41.4764,-81.6805
2014,27,St.,4,7,9.40%,9,79%,30,$77,8,,,,,2.3,8,,,,,,,,,52,,3,38.6359,-90.2451
2014,28,Corpus,3.3,5,5.90%,5,70%,26,$56,5,,,,,4.5,20,,,,,,,,,51,,2.5,27.7254,-97.3767
2014,28,Detroit,2.5,4,6.70%,6,77%,30,$23,1,,,,,4.4,20,,,,,,,,,51,,2.5,42.3834,-83.1024
2014,28,Honolulu,2.3,3,33.00%,20,83%,32,$39,3,,,,,1.3,3,,,,,,,,,51,,2.5,21.3294,-157.846
2014,28,Phoenix,11,20,15.00%,15,45%,14,$96,11,,,,,1.1,1,,,,,,,,,51,,2.5,33.5722,-112.0892
2014,28,Tampa,4.6,8,7.10%,6,59%,20,$121,15,,,,,2.8,12,,,,,,,,,51,,2.5,27.9945,-82.4447
2014,33,Austin,10.1,18,14.70%,15,48%,16,$67,7,,,,,1.3,3,,,,,,,,,49,,2.5,30.3005,-97.7522
2014,34,Riverside,12.7,20,7.00%,6,45%,14,$115,14,,,,,1.3,3,,,,,,,,,47.5,,2.5,33.9381,-117.3949
2014,35,Las,7.8,14,3.50%,2,46%,14,$207,20,,,,,1.9,6,,,,,,,,,47,,2.5,36.2333,-115.2654
2014,36,Arlington,14.1,20,7.70%,7,53%,18,$77,8,,,,,1.3,2,,,,,,,,,46,,2.5,32.6998,-97.125
2014,36,Bakersfield,9.4,17,5.90%,5,41%,10,$89,10,,,,,3,13,,,,,,,,,46,,2.5,35.3529,-119.0359
2014,36,Dallas,7.1,13,10.80%,10,54%,18,$81,9,,,,,1.7,5,,,,,,,,,46,,2.5,32.7935,-96.7667
2014,36,Anaheim,8.7,16,7.50%,7,60%,22,$68,7,,,,,1.4,3,,,,,,,,,46,,2.5,33.839,-117.8574
2014,40,Fort,7.5,14,5.50%,4,52%,18,$84,9,,,,,2.4,9,,,,,,,,,45,,2.5,32.7817,-97.3474
2014,40,Tulsa,9.7,18,5.90%,5,54%,18,$37,3,,,,,2.6,10,,,,,,,,,45,,2.5,36.1283,-95.9042
2014,42,Atlanta,3.1,5,5.80%,5,65%,24,$87,10,,,,,2.5,9,,,,,,,,,44,,2,33.7628,-84.422
2014,42,Tucson,4.3,7,2.70%,1,53%,18,$97,11,,,,,3.6,16,,,,,,,,,44,,2,32.1541,-110.8787
2014,44,El,3.7,6,18.00%,19,48%,16,$34,2,,,,,2.4,9,,,,,,,,,43.5,,2,31.8476,-106.43
2014,45,Los,5.2,9,16.00%,16,54%,18,$60,6,,,,,1,1,,,,,,,,,42,,2,34.1141,-118.4068
2014,45,Nashville,12.9,20,9.30%,9,37%,8,$62,6,,,,,2.1,7,,,,,,,,,42,,2,36.1715,-86.7842
2014,47,Columbus,7.1,13,8.10%,7,49%,16,$65,7,,,,,1.9,6,,,,,,,,,41,,2,39.9862,-82.9855
2014,48,Houston,5.6,10,14.10%,14,45%,14,$41,3,,,,,2,7,,,,,,,,,40,,2,29.786,-95.3885
2014,48,Miami,2.4,4,5.10%,4,75%,28,$79,9,,,,,1.4,3,,,,,,,,,40,,2,25.784,-80.2101
2014,48,Wichita,10,18,4.70%,3,50%,16,$49,4,,,,,2.1,7,,,,,,,,,40,,2,37.6895,-97.3443
2014,51,Jacksonville,5.6,10,13.90%,14,30%,4,$38,3,,,,,3.4,15,,,,,,,,,38.5,,2,30.3322,-81.6749
2014,52,Santa,6,11,3.00%,1,70%,26,$40,3,,,,,1.3,2,,,,,,,,,36,,1.5,33.7367,-117.8819
2014,53,Memphis,10,18,4.80%,3,39%,10,$65,6,,,,,1.8,5,,,,,,,,,35,,1.5,35.1087,-89.9663
2014,53,San,11.4,20,8.40%,8,35%,6,$56,5,,,,,1.5,3,,,,,,,,,35,,1.5,37.7558,-122.4449
2014,55,Oklahoma,6.7,12,6.90%,6,41%,10,$58,6,,,,,1.9,6,,,,,,,,,33.5,,1.5,35.4676,-97.5136
2014,56,Mesa,3.1,5,2.70%,1,60%,22,$75,8,,,,,1.3,3,,,,,,,,,32.5,,1.5,33.4015,-111.7178
2014,57,Charlotte,16.8,20,5.10%,4,27%,2,$69,7,,,,,1.2,2,,,,,,,,,29,,1,35.2083,-80.8303
2014,58,Indianapolis,10.3,19,5.00%,4,32%,4,$34,2,,,,,1.6,4,,,,,,,,,27.5,,1,39.7771,-86.1458
2014,58,Louisville,7.5,13,7.00%,6,32%,4,$55,5,,,,,1.8,5,,,,,,,,,27.5,,1,38.1663,-85.6485
2014,60,Fresno,4.9,8,2.20%,1,51%,16,$51,4,,,,,1.2,2,,,,,,,,,26,,1,36.783,-119.7939
2013,1,Minneapolis,6.51,12,15.07%,15,94%,38,$210.33,20,,,,,2.88,12,,,,,,,,97,81,,5,44.9635,-93.2678
2013,2,New,1.06,1,19.72%,20,96%,40,$160.33,20,,,,,2.05,7,,,,,,,,88,73.5,,4.5,40.6943,-73.9249
2013,3,San,1.91,3,17.95%,19,98%,40,$280.67,20,,,,,1.8,5,,,,,,,,87,72.5,,4,37.7558,-122.4449
2013,3,Sacramento,5.78,11,8.09%,7,77%,30,$156.67,20,,,,,4.03,19,,,,,,,,87,72.5,,4,38.5677,-121.4685
2013,3,Boston,1.31,2,15.89%,16,97%,40,$110.33,13,,,,,3.59,16,,,,,,,,87,72.5,,4,42.3188,-71.0852
2013,6,Washington,0.67,1,19.65%,20,96%,40,$343.67,20,,,,,1.73,5,,,,,,,,86,71.5,,4,38.9047,-77.0163
2013,7,Portland,4.89,9,16.32%,17,80%,32,$159.00,20,,,,,2.14,7,,,,,,,,85,71,,4,45.5371,-122.65
2013,8,Virginia,4.13,8,15.89%,16,63%,22,$144.67,18,,,,,4.91,20,,,,,,,,84,70,,4,36.7335,-76.0435
2013,9,San,6.78,13,22.54%,20,76%,30,$115.67,14,,,,,1.78,5,,,,,,,,82,68.5,,4,37.7558,-122.4449
2013,10,Seattle,2.7,5,10.32%,10,92%,38,$261.00,20,,,,,2.14,7,,,,,,,,80,66.5,,4,47.6211,-122.3244
2013,11,San,3.7,7,14.12%,14,69%,26,$140.33,18,,,,,2.72,11,,,,,,,,76,63.5,,3.5,37.7558,-122.4449
2013,11,Albuquerque,4.02,7,18.72%,20,81%,32,$64.33,6,,,,,2.69,11,,,,,,,,76,63.5,,3.5,35.1054,-106.6465
2013,11,Omaha,6.5,12,11.75%,12,76%,30,$57.46,5,,,,,3.79,17,,,,,,,,76,63.5,,3.5,41.2627,-96.0529
2013,14,Colorado,6.82,13,14.43%,15,68%,26,$61.67,6,,,,,3.48,15,,,,,,,,75,62.5,,3.5,38.8674,-104.7605
2013,14,Philadelphia,3.6,7,13.03%,13,91%,36,$54.46,4,,,,,3.39,15,,,,,,,,75,62.5,,3.5,40.0077,-75.1339
2013,16,Chicago,2,3,8.53%,8,90%,36,$138.67,17,,,,,2.43,9,,,,,,,,73,61,,3.5,41.8375,-87.6866
2013,17,Denver,6.29,12,6.03%,5,78%,30,$131.33,16,,,,,2.47,9,,,,,,,,72,60,,3.5,39.762,-104.8758
2013,18,Oakland,2.5,4,11.93%,12,85%,34,$122.33,15,,,,,1.87,6,,,,,,,,71,59,,3.5,37.7904,-122.2166
2013,19,Milwaukee,8.07,16,10.41%,10,87%,34,$70.67,7,,,,,1.2,2,,,,,,,,69,57.5,,3,43.0642,-87.9675
2013,20,Raleigh,4.09,8,13.75%,14,54%,18,$140.67,18,,,,,2.2,8,,,,,,,,66,55,,3,35.8324,-78.6429
2013,21,Baltimore,0.83,1,9.47%,9,85%,34,$61.18,6,,,,,3.22,14,,,,,,,,64,53.5,,3,39.3051,-76.6144
2013,22,Long,3.2,6,9.71%,9,78%,30,$125.00,15,,,,,1.49,3,,,,,,,,63,52.5,,3,33.7977,-118.167
2013,23,Kansas,2.93,7,8.64%,8,64%,24,$127.33,16,,,,,2.17,7,,,,,,,,62,51.5,,2.5,39.1238,-94.5541
2013,23,Phoenix,14.79,20,14.24%,14,46%,14,$111.67,13,,,,,1.14,1,,,,,,,,62,51.5,,2.5,33.5722,-112.0892
2013,25,Cleveland,3.59,7,6.29%,5,76%,30,$88.00,10,,,,,2.29,8,,,,,,,,60,50,,2.5,41.4764,-81.6805
2013,26,Dallas,7.2,14,10.71%,10,54%,18,$98.00,11,,,,,1.76,5,,,,,,,,58,48.5,,2.5,32.7935,-96.7667
2013,26,Austin,9.99,20,13.38%,13,49%,16,$66.33,6,,,,,1.37,3,,,,,,,,58,48.5,,2.5,30.3005,-97.7522
2013,26,Detroit,2.08,3,5.53%,4,77%,30,$28.33,1,,,,,4.32,20,,,,,,,,58,48.5,,2.5,42.3834,-83.1024
2013,29,Las,7.75,15,3.53%,2,46%,14,$230.00,20,,,,,1.94,6,,,,,,,,57,47.5,,2.5,36.2333,-115.2654
2013,30,Arlington,14,20,7.63%,7,53%,18,$76.33,8,,,,,1.31,2,,,,,,,,55,46,,2.5,32.6998,-97.125
2013,31,Tulsa,9.78,19,6.01%,5,55%,18,$38.50,2,,,,,2.58,10,,,,,,,,54,45,,2.5,36.1283,-95.9042
2013,31,Atlanta,2.95,5,5.61%,5,64%,24,$90.33,10,,,,,2.6,10,,,,,,,,54,45,,2.5,33.7628,-84.422
2013,33,Fort,7.43,14,5.34%,4,53%,18,$76.37,8,,,,,2.39,9,,,,,,,,53,44,,2,32.7817,-97.3474
